Edad,Puntaje Edad,Saturación,Puntaje Saturación,Frecuencia Cardiaca,Puntaje FC,PA Sístole,Puntaje PA Sístole,PA Diástole,Puntaje PA Diástole,Temperatura,Puntaje Temperatura,Puntaje Total,Prioridad
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,23,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,25,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,27,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,24,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,20,IV
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,22,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,24,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,26,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,24,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,20,IV
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,22,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,24,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Normocardia (>=60 y <=100 bpm),0,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,26,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,39,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,37,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,39,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,41,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,37,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,37,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,39,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,32,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,38,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,32,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,38,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,37,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,37,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,39,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,31,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,37,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,30,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,32,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,30,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,32,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,32,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,38,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,30,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,32,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,29,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,31,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,29,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,31,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Normal (>=90 y <120 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,32,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,38,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,30,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,32,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,34,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,29,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,31,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,29,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,31,III
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,33,II
Adulto medio (>=35 y <65 años),4,Hipoxemia moderada (>=85 y <90),12,Bradicardia (<60 bpm),9,Hipotensión (<90 mmHg),2,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,42,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,38,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,40,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,42,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,44,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,40,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Febrícula (>37 y <38°C),2,38,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre (>=38°C y <39.4°C),4,40,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Prehipertensión (>=80 y <90 mmHg),3,Fiebre alta (>=39.4°C),6,42,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Hipotermia (<36°C),4,39,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Normotermina (>=36 y <=37°C),0,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Febrícula (>37 y <38°C),2,37,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre (>=38°C y <39.4°C),4,39,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Normal (>=60 y <80 mmHg),2,Fiebre alta (>=39.4°C),6,41,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Hipotermia (<36°C),4,39,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Normotermina (>=36 y <=37°C),0,35,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Febrícula (>37 y <38°C),2,37,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre (>=38°C y <39.4°C),4,39,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Hipertensión (>=140 mmHg),5,Hipotensión (<60 mmHg),2,Fiebre alta (>=39.4°C),6,41,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Hipotermia (<36°C),4,40,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Normotermina (>=36 y <=37°C),0,36,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Febrícula (>37 y <38°C),2,38,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre (>=38°C y <39.4°C),4,40,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Hipertensión (>=90 mmHg),5,Fiebre alta (>=39.4°C),6,42,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Hipotermia (<36°C),4,38,II
Adulto medio (>=35 y <65 años),4,Hipoxemia severa (<85),15,Taquicardia (>100 bpm),9,Prehipertensión (>=120 y <140 mmHg),3,Prehipertensión (>=80 y <90 mmHg),3,Normotermina (>=36 y <=37°C),0,34,II
